环指僵硬,无名指僵硬
儿童学校恐怖症,小儿学校恐怖症
小儿Klippel-Trenaunay综合征,小儿血管-骨肥大综合征
小儿Parkes-Weber综合征,小儿血管-骨肥大综合征
小儿Weber综合征,小儿血管-骨肥大综合征
小儿肥大性血管扩张症,小儿血管-骨肥大综合征
小儿骨肥大症,小儿血管-骨肥大综合征
小儿皮肤脊髓血管瘤,小儿血管-骨肥大综合征
小儿血管-骨肥大综合症,小儿血管-骨肥大综合征
小儿血管-骨质增生症,小儿血管-骨肥大综合征
小儿血管扩张性肥大症,小儿血管-骨肥大综合征
小儿痣-静脉曲张骨肥大,小儿血管-骨肥大综合征
小儿Anderson-Fabry综合征,小儿血管角质瘤综合征
小儿Fabry综合征,小儿血管角质瘤综合征
小儿Ruiter-Pompen综合征,小儿血管角质瘤综合征
小儿Sweeley-Klionsky综合征,小儿血管角质瘤综合征
小儿出血性小结节病,小儿血管角质瘤综合征
小儿弗布利氏综合征,小儿血管角质瘤综合征
小儿弗布利综合征,小儿血管角质瘤综合征
小儿弥漫性全身血管角质瘤糖脂沉积症,小儿血管角质瘤综合征
小儿弥漫性体血管角质,小儿血管角质瘤综合征
小儿弥漫性体血管角质瘤,小儿血管角质瘤综合征
小儿斯-克二氏综合征,小儿血管角质瘤综合征
小儿血管角质瘤综合症,小儿血管角质瘤综合征
小儿Kasabach-Merritt综合征,小儿血管瘤血小板减少综合征
小儿伴血小板减少性紫斑的毛细血管瘤综合征,小儿血管瘤血小板减少综合征
小儿海绵状血管瘤引起的血小板减少,小儿血管瘤血小板减少综合征
小儿巨型血管瘤病,小儿血管瘤血小板减少综合征
小儿卡-梅二氏综合征,小儿血管瘤血小板减少综合征
小儿血管瘤血小板减少综合症,小儿血管瘤血小板减少综合征
小儿血管免疫母细胞性淋巴病伴异常蛋白综合征,小儿血管免疫母细胞淋巴结病
小儿血管网织内皮瘤,小儿血管网状细胞瘤
小儿血管网织细胞瘤,小儿血管网状细胞瘤
小儿血管网状内皮瘤,小儿血管网状细胞瘤
pediatric von Willebrand Jurgens血小板病,小儿血管性血友病
小儿冯·威利布兰德病,小儿血管性血友病
小儿血管性假性血友病,小儿血管性血友病
小儿遗传性假性血友病,小儿血管性血友病
小儿血清病综合征,小儿血清病
儿童血栓性血小板减少性紫癜,小儿血栓性血小板减少性紫癜
小儿Baehr-Schiffrin综合征,小儿血栓性血小板减少性紫癜
小儿Moschcowitz综合征,小儿血栓性血小板减少性紫癜
小儿血栓形成性血小板减少性紫癜,小儿血栓性血小板减少性紫癜
小儿血栓性溶血性紫斑,小儿血栓性血小板减少性紫癜
小儿血栓性血小板减少性紫癜综合征,小儿血栓性血小板减少性紫癜
小儿血栓性血小板减少综合征,小儿血栓性血小板减少性紫癜
小儿血小板性血管血栓形成,小儿血栓性血小板减少性紫癜
小儿血小板释放功能缺陷,小儿血小板释放功能缺陷性疾患
小儿遗传性血小板释放异常,小儿血小板释放功能缺陷性疾患
小儿Glanzmann-Naegli综合征,小儿血小板无力症
小儿Glanzmann病,小儿血小板无力症
小儿血小板功能不全,小儿血小板无力症
小儿血小板机能不全,小儿血小板无力症
小儿血小板衰弱症,小儿血小板无力症
儿童血友病,小儿血友病
小儿血友病类综合征,小儿血友病
小儿Capdepone综合征,小儿牙本质生长不全综合征
小儿Stainton综合征,小儿牙本质生长不全综合征
小儿凹陷牙,小儿牙本质生长不全综合征
小儿天冠牙,小儿牙本质生长不全综合征
小儿牙本质生长不全综合症,小儿牙本质生长不全综合征
小儿牙釉质发育不全综合征,小儿牙本质生长不全综合征
小儿棕色牙综合征,小儿牙本质生长不全综合征
小儿von Jaksch综合征,小儿雅克什综合征
小儿感染营养性贫血,小儿雅克什综合征
小儿雅克什综合症,小儿雅克什综合征
雅克什雅贫血,小儿雅克什综合征
婴儿假性白血病贫血,小儿雅克什综合征
婴儿脾大性贫血,小儿雅克什综合征
幼年型粒单细胞白血病和慢性病习惯贫血,小儿雅克什综合征
小儿印度痘,小儿雅司病
儿童亚急性骨髓炎,小儿亚急性骨髓炎
pediatric De Quervain病,小儿亚急性甲状腺炎
小儿Quervain甲状腺炎,小儿亚急性甲状腺炎
小儿巨细胞性甲状腺炎,小儿亚急性甲状腺炎
小儿肉芽肿性甲状腺炎,小儿亚急性甲状腺炎
小儿肠源性发绀,小儿亚硝酸盐中毒
小儿肠源性青紫症,小儿亚硝酸盐中毒
小儿高铁血红蛋白血症,小儿亚硝酸盐中毒
小儿倍拉格病,小儿烟酸缺乏病
小儿糙皮病,小儿烟酸缺乏病
小儿癞皮病,小儿烟酸缺乏病
小儿尼克酸缺乏病,小儿烟酸缺乏病
小儿黍癞,小儿烟酸缺乏病
小儿闭塞性脑血管病,小儿烟雾病
小儿颈内动脉发育不全伴脑假性血管瘤,小儿烟雾病
小儿脑底动脉闭塞伴毛细血管扩张,小儿烟雾病
小儿脑底动脉环闭塞症及烟雾综合征,小儿烟雾病
小儿脑血管烟雾病,小儿烟雾病
小儿特发性脑底动脉环闭塞症,小儿烟雾病
儿童淹溺,小儿淹溺
小儿溺毙,小儿淹溺
小儿溺死,小儿淹溺
儿童SARS肺炎,小儿严重急性呼吸综合征
儿童非典型肺炎,小儿严重急性呼吸综合征
儿童非典型性肺炎,小儿严重急性呼吸综合征
儿童严重急性呼吸综合症,小儿严重急性呼吸综合征
小儿严重急性呼吸综合症,小儿严重急性呼吸综合征
小儿沟通障碍,小儿言语和语言障碍
小儿言语不能症,小儿言语和语言障碍
儿童炎症性肠病,小儿炎症性肠病
小儿炎性肠病,小儿炎症性肠病
小儿Goldenhar综合征,小儿眼-耳-脊椎综合征
小儿耳-脊椎综合征,小儿眼-耳-脊椎综合征
小儿下颌面骨发育不全-眼球上皮样囊肿综合征,小儿眼-耳-脊椎综合征
小儿颜面-听-脊柱异常,小儿眼-耳-脊椎综合征
小儿眼-耳-脊椎发育不良综合征,小儿眼-耳-脊椎综合征
小儿眼-耳-脊椎综合症,小儿眼-耳-脊椎综合征
小儿眼-脊柱发育不全,小儿眼-耳-脊椎综合征
小儿Lowe综合征,小儿眼-脑-肾综合征
小儿眼-脑-肾综合症,小儿眼-脑-肾综合征
Kearns-Sayre综合征,小儿眼外肌麻痹视网膜色素变性心脏传导阻滞综合征
小儿眼外肌麻痹视网膜色素变性心脏传导阻滞,小儿眼外肌麻痹视网膜色素变性心脏传导阻滞综合征
小儿Kearns-Sayre综合征,小儿眼外肌麻痹-视网膜色素变性-心脏传导阻滞综合征
小儿卡恩斯-塞尔综合征,小儿眼外肌麻痹-视网膜色素变性-心脏传导阻滞综合征
小儿眼外肌麻痹-视网膜色素变性-心脏传导阻滞综合症,小儿眼外肌麻痹-视网膜色素变性-心脏传导阻滞综合征
儿童厌食症,小儿厌食症
儿童药物超敏反应,小儿药物变态反应
小儿药物超敏反应,小儿药物变态反应
小儿药物过敏,小儿药物变态反应
小儿药物过敏性,小儿药物变态反应
小儿药物皮炎,小儿药物性皮炎
小儿药物疹,小儿药物性皮炎
小儿药疹,小儿药物性皮炎
小儿药源性肾损害,小儿药物性肾损害
小儿药源性肾损伤,小儿药物性肾损害
小儿叶酸缺乏,小儿叶酸缺乏病
小儿CO中毒,小儿一氧化碳中毒
小儿煤气中毒,小儿一氧化碳中毒
小儿碳氧血红蛋白血症,小儿一氧化碳中毒
儿童衣原体肺炎,小儿衣原体肺炎
小儿遗传性大疱性表皮松解,小儿遗传性大疱性表皮松解症
小儿布-马二氏综合征,小儿遗传性共济失调
小儿弗里德赖希共济失调,小儿遗传性共济失调
小儿弗里德赖希共济失调症,小儿遗传性共济失调
小儿弗里德赖希氏共济失调,小儿遗传性共济失调
小儿弗里德赖希氏共济失调症,小儿遗传性共济失调
小儿脊髓-小脑-脑干变性,小儿遗传性共济失调
小儿家族性共济失调,小儿遗传性共济失调
小儿果糖代谢缺陷,小儿遗传性果糖不耐受
小儿果糖耐受不良,小儿遗传性果糖不耐受
小儿遗传性果糖不耐症,小儿遗传性果糖不耐受
小儿遗传性果糖代谢紊乱,小儿遗传性果糖不耐受
小儿家族性痉挛性截瘫,小儿遗传性痉挛性截瘫
小儿家族性痉挛性下身轻瘫,小儿遗传性痉挛性截瘫
小儿遗传性口形红细胞增多症,小儿遗传性口形细胞增多症
小儿Alport综合征,小儿遗传性慢性进行性肾炎
小儿奥尔波特综合征,小儿遗传性慢性进行性肾炎
小儿遗传性肾炎,小儿遗传性慢性进行性肾炎
儿童遗传性球形红细胞增多症,小儿遗传性球形红细胞增多症
小儿红细胞膜缺陷溶血性贫血,小儿遗传性椭圆形红细胞增多症
小儿实施性血管性水肿,小儿遗传性血管神经性水肿
小儿非器质性遗尿症,小儿遗尿症
小儿功能性遗尿症,小儿遗尿症
小儿夜尿症,小儿遗尿症
小儿遗尿,小儿遗尿症
小儿HBV相关肾炎,小儿乙型肝炎病毒相关肾炎
小儿乙肝相关肾炎,小儿乙型肝炎病毒相关肾炎
小儿乙型肝炎病毒抗原相关性肾炎,小儿乙型肝炎病毒相关肾炎
小儿乙型肝炎免疫复合物肾炎,小儿乙型肝炎病毒相关肾炎
小儿乙型肝炎-肾炎,小儿乙型肝炎病毒相关肾炎
小儿脑硫脂沉积病,小儿异染性脑白质营养不良
小儿睾丸未降,小儿隐睾症
小儿睾丸下降不全,小儿隐睾症
小儿睾丸异位,小儿隐睾症
小儿隐睾病,小儿隐睾症
小儿kwashiorkor综合征,小儿营养不良性水肿
小儿蛋白质缺乏综合征,小儿营养不良性水肿
小儿蛋白质营养不良,小儿营养不良性水肿
小儿低蛋白血症,小儿营养不良性水肿
小儿恶性营养不良综合征,小儿营养不良性水肿
小儿夸希奥科综合征,小儿营养不良性水肿
小儿水肿型营养不良,小儿营养不良性水肿
小儿极度消瘦症,小儿营养不良性消瘦
婴儿萎缩症,小儿营养不良性消瘦
小儿纤维性胆管炎,小儿硬化性胆管炎
小儿硬膜外脓肿,小儿硬脑膜外脓肿
小儿硬膜外血肿,小儿硬脑膜外血肿
小儿胶原沉着病,小儿硬皮病
小儿硬皮症,小儿硬皮病
小儿尤文瘤,小儿尤因肉瘤
小儿尤因氏肉瘤,小儿尤因肉瘤
小儿磷中毒,小儿有机磷农药中毒
小儿农药中毒,小儿有机磷农药中毒
小儿有机磷中毒,小儿有机磷农药中毒
小儿Brock综合征,小儿右肺中叶综合征
小儿Graham-Burford-Mayer综合征,小儿右肺中叶综合征
小儿肺中叶综合征,小儿右肺中叶综合征
小儿急性暂时性中叶疾病,小儿右肺中叶综合征
小儿右肺中叶不张综合征,小儿右肺中叶综合征
小儿右肺中叶综合症,小儿右肺中叶综合征
小儿右中叶慢性肺不张合并肺炎,小儿右肺中叶综合征
小儿中叶-舌部综合征,小儿右肺中叶综合征
小儿右心室双出口,小儿右室双出口
小儿右心室双口,小儿右室双出口
小儿WolffParkinsonWhite综合征,小儿预激综合征
小儿Wolff-Parkinson-White综合征,小儿预激综合征
小儿WPW综合征,小儿预激综合征
小儿房室旁道,小儿预激综合征
小儿沃-帕-怀综合征,小儿预激综合征
小儿吾-巴-怀三氏综合征,小儿预激综合征
小儿吾-巴-怀综合征,小儿预激综合征
小儿兴奋前综合征,小儿预激综合征
小儿预激症候群,小儿预激综合征
小儿预激综合症,小儿预激综合征
儿童型肺结核,小儿原发型肺结核
小儿初染结核,小儿原发型肺结核
小儿甲旁亢,小儿原发性甲状旁腺功能亢进
小儿原发性甲旁亢,小儿原发性甲状旁腺功能亢进
小儿原发性甲状旁腺功能亢进症,小儿原发性甲状旁腺功能亢进
小儿原发性甲状旁腺机能亢进,小儿原发性甲状旁腺功能亢进
小儿原发性反流,小儿原发性膀胱输尿管反流
小儿原发性逆流性肾病,小儿原发性膀胱输尿管反流
小儿原发性肾盂输尿管反流,小儿原发性膀胱输尿管反流
小儿原发性肾病,小儿原发性肾病综合征
小儿原发性肾病变综合征,小儿原发性肾病综合征
小儿原发性肾病综合症,小儿原发性肾病综合征
小儿出血性血小板增多症,小儿原发性血小板增多症
小儿特发性血小板增多症,小儿原发性血小板增多症
小儿Ⅰ型肾小管酸中毒,小儿远端肾小管酸中毒
小儿经典RTA,小儿远端肾小管酸中毒
儿童月经频多,小儿月经过多
小儿发育性阅读障碍,小儿阅读障碍
小儿视觉性言语障碍,小儿阅读障碍
小儿先天性词聋,小儿阅读障碍
小儿复发性腹痛,小儿再发性腹痛
小儿周期性腹痛,小儿再发性腹痛
小儿复发性呕吐,小儿再发性呕吐
小儿周期性呕吐,小儿再发性呕吐
小儿再生不良性贫血,小儿再生障碍性贫血
小儿再生低下性贫血,小儿再生障碍性贫血
小儿再障,小儿再生障碍性贫血
小儿Hutchinson-Gilford早老综合征,小儿早老症
小儿郝-吉二氏综合征,小儿早老症
小儿吉福德氏综合征,小儿早老症
小儿吉福德综合征,小儿早老症
小儿早老,小儿早老症
小儿早熟衰老症,小儿早老症
小儿柞蚕蛹性脑病综合症,小儿柞蚕蛹性脑病综合征
小儿鹅口疮,小儿口腔念珠菌病
小儿真菌感染性口炎,小儿口腔念珠菌病
小儿霉菌性口炎,小儿口腔念珠菌病
小儿霉菌性肺炎,小儿真菌性肺炎
小儿发作性睡眠性血经蛋白尿,小儿阵发性睡眠性血红蛋白尿症
小儿马-米二氏综合征,小儿阵发性睡眠性血红蛋白尿症
小儿阵发性夜间血红蛋白尿,小儿阵发性睡眠性血红蛋白尿症
小儿阵发性夜间血红蛋白尿症,小儿阵发性睡眠性血红蛋白尿症
小儿呼吸机肺,小儿支气管肺发育不全
小儿慢性肺疾病,小儿支气管肺发育不全
小儿纤维增生性慢性肺病,小儿支气管肺发育不全
小儿氧中毒,小儿支气管肺发育不全
小儿支气管肺发育不良,小儿支气管肺发育不全
小儿支气管肺发育异常,小儿支气管肺发育不全
小儿肺炎,小儿支气管肺炎
小儿细支气管肺泡炎,小儿支气管肺炎
小儿小叶性肺炎,小儿支气管肺炎
小儿支气管扩张症,小儿支气管扩张
儿童期哮喘,小儿支气管哮喘
儿童哮喘,小儿支气管哮喘
小儿哮喘,小儿支气管哮喘
小儿哮喘病,小儿支气管哮喘
小儿冷凝集阳性肺炎,小儿支原体肺炎
小儿原发性非典型肺炎,小儿支原体肺炎
小儿原发性非典型性肺炎,小儿支原体肺炎
小儿垂体性巨大发育,小儿肢端肥大症和垂体性巨人症
小儿垂体性巨人畸形,小儿肢端肥大症和垂体性巨人症
小儿垂体性巨人症,小儿肢端肥大症和垂体性巨人症
小儿洛努瓦氏综合征,小儿肢端肥大症和垂体性巨人症
小儿洛努瓦综合征,小儿肢端肥大症和垂体性巨人症
小儿生长激素过多症,小儿肢端肥大症和垂体性巨人症
小儿脂肪泻,小儿脂肪吸收不良
小儿脱肛,小儿直肠脱垂
小儿直肠脱出,小儿直肠脱垂
儿童指甲-髌骨综合征,小儿指甲-髌骨综合征
小儿查特累恩氏综合征,小儿指甲-髌骨综合征
小儿查特累恩综合征,小儿指甲-髌骨综合征
小儿甲髌综合征,小儿指甲-髌骨综合征
小儿遗传性爪甲骨发育不全,小儿指甲-髌骨综合征
小儿遗传性指甲骨关节发育不良,小儿指甲-髌骨综合征
小儿指甲-髌骨综合症,小儿指甲-髌骨综合征
小儿指甲膝盖综合征,小儿指甲-髌骨综合征
小儿孤立性右室心肌病,小儿致心律失常性右心室心肌病
小儿心律失常性右室疾病,小儿致心律失常性右心室心肌病
小儿心律紊乱型右室心肌病,小儿致心律失常性右心室心肌病
小儿羊皮纸心,小儿致心律失常性右心室心肌病
小儿右室发育不良,小儿致心律失常性右心室心肌病
小儿右室扩张型心肌病,小儿致心律失常性右心室心肌病
小儿致心律失常型右心室心肌病,小儿致心律失常性右心室心肌病
小儿致心律失常性右室发育不良,小儿致心律失常性右心室心肌病
小儿致心律失常性右室心肌病,小儿致心律失常性右心室心肌病
小儿毒痢,小儿中毒型痢疾
小儿多溺暑热症,小儿中暑和暑热症
小儿低钾性周期性麻痹,小儿周期性低血钾性麻痹
小儿低钾性周期性瘫痪,小儿周期性低血钾性麻痹
小儿低血钾型周期性麻痹,小儿周期性低血钾性麻痹
小儿低血钾型周期性瘫痪,小儿周期性低血钾性麻痹
小儿血钾过少性周期性麻痹,小儿周期性低血钾性麻痹
小儿血钾过少性周期性瘫痪,小儿周期性低血钾性麻痹
小儿Ⅱ型周期性麻痹,小儿周期性高血钾性麻痹
小儿Ⅱ型周期性瘫痪,小儿周期性高血钾性麻痹
小儿高血钾型周期性麻痹,小儿周期性高血钾性麻痹
小儿高血钾型周期性瘫痪,小儿周期性高血钾性麻痹
小儿肌强直性周期性麻痹,小儿周期性高血钾性麻痹
小儿肌强直性周期性瘫痪,小儿周期性高血钾性麻痹
小儿血钾过多性周期性麻痹,小儿周期性高血钾性麻痹
小儿血钾过多性周期性瘫痪,小儿周期性高血钾性麻痹
小儿遗传性发作性无力症,小儿周期性高血钾性麻痹
小儿遗传性周期性麻痹,小儿周期性高血钾性麻痹
小儿遗传性周期性瘫痪,小儿周期性高血钾性麻痹
小儿钠反应性正钾型周期性麻痹,小儿周期性正常血钾性麻痹
小儿钠反应性正钾型周期性瘫痪,小儿周期性正常血钾性麻痹
小儿血钾正常性周期性麻痹,小儿周期性正常血钾性麻痹
小儿血钾正常性周期性瘫痪,小儿周期性正常血钾性麻痹
小儿正常钾型周期性麻痹,小儿周期性正常血钾性麻痹
小儿正常钾型周期性瘫痪,小儿周期性正常血钾性麻痹
小儿正常血钾型周期性麻痹,小儿周期性正常血钾性麻痹
小儿正常血钾型周期性瘫痪,小儿周期性正常血钾性麻痹
小儿正钾型周期性麻痹,小儿周期性正常血钾性麻痹
小儿正钾型周期性瘫痪,小儿周期性正常血钾性麻痹
小儿Froelich综合征,小儿皱梅腹综合征
小儿Obrinsky综合征,小儿皱梅腹综合征
小儿腹发红综合征,小儿皱梅腹综合征
小儿梅干腹综合征,小儿皱梅腹综合征
小儿三联综合征,小儿皱梅腹综合征
小儿先天性腹肌缺如综合征,小儿皱梅腹综合征
小儿皱梅腹综合症,小儿皱梅腹综合征
小儿Cockayne综合征,小儿侏儒-视网膜萎缩-耳聋综合征
小儿Neill-Ding-Wall综合征,小儿侏儒-视网膜萎缩-耳聋综合征
小儿染色体20-三体综合征,小儿侏儒-视网膜萎缩-耳聋综合征
小儿小头、纹状体小脑钙化和脑白质营养不良综合征,小儿侏儒-视网膜萎缩-耳聋综合征
小儿长肢侏儒综合征,小儿侏儒-视网膜萎缩-耳聋综合征
小儿侏儒-视网膜萎缩-耳聋综合症,小儿侏儒-视网膜萎缩-耳聋综合征
小儿地贫,小儿珠蛋白生成障碍性贫血
小儿地中海贫血,小儿珠蛋白生成障碍性贫血
小儿海洋性贫血,小儿珠蛋白生成障碍性贫血
小儿库利贫血,小儿珠蛋白生成障碍性贫血
小儿库利氏贫血,小儿珠蛋白生成障碍性贫血
小儿猪带绦虫病和囊尾蚴病,小儿猪带绦虫病和囊虫病
儿童注意缺陷多动障碍,小儿注意缺陷障碍
儿童多动症,小儿注意缺陷障碍
儿童多动综合征,小儿注意缺陷障碍
儿童轻微脑功能障碍,小儿注意缺陷障碍
儿童轻微脑损伤,小儿注意缺陷障碍
儿童注意力缺陷多动症,小儿注意缺陷障碍
儿童注意缺陷障碍,小儿注意缺陷障碍
小儿多动症,小儿注意缺陷障碍
小儿轻微脑功能异常,小儿注意缺陷障碍
小儿注意力缺陷多动症,小儿注意缺陷障碍
小儿注意缺陷与多动障碍,小儿注意缺陷障碍
小儿注意缺陷障碍伴多动,小儿注意缺陷障碍
小儿骨转移瘤,小儿转移性骨肿瘤
小儿脊髓瘤,小儿椎管内肿瘤
小儿脊髓肿瘤,小儿椎管内肿瘤
小儿先天性全色盲,小儿锥体功能不良综合征
小儿锥体功能不良综合症,小儿锥体功能不良综合征
小儿锥体机能不良综合征,小儿锥体功能不良综合征
pediatric Aldrich-Dees综合征,小儿紫斑湿疹综合征
pediatric Aldrich综合征,小儿紫斑湿疹综合征
pediatric Wiskett综合征,小儿紫斑湿疹综合征
小儿Wiskett-Aldrich综合征,小儿紫斑湿疹综合征
小儿湿疹-血小板减少-反复感染综合征,小儿紫斑湿疹综合征
小儿湿疹-血小板减少性免疫缺陷病,小儿紫斑湿疹综合征
小儿遗传性湿疹血小板减少免疫缺陷病,小儿紫斑湿疹综合征
小儿紫斑湿疹综合症,小儿紫斑湿疹综合征
小儿特发性房性心动过速,小儿自律性房性心动过速
小儿异位性房性心动过速,小儿自律性房性心动过速
小儿自律性增强性房性心动过速,小儿自律性房性心动过速
小儿自主性房性心动过速,小儿自律性房性心动过速
小儿Canale-Smith综合征,小儿自身免疫性淋巴细胞增生综合征
小儿淋巴细胞增生综合征伴自身免疫,小儿自身免疫性淋巴细胞增生综合征
小儿自身免疫性淋巴细胞增生综合症,小儿自身免疫性淋巴细胞增生综合征
小儿Evans综合征,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿Fisher-Evans综合征,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿伊凡斯氏综合征,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿伊凡斯综合征,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿原发性血小板减少性紫癜伴获得性溶血性贫血,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿自身免疫性溶血性贫血伴血小板减少综合症,小儿自身免疫性溶血性贫血伴血小板减少综合征
小儿纵隔压迫综合症,小儿纵隔压迫综合征
儿童睡眠呼吸障碍,小儿阻塞性睡眠呼吸暂停
儿童阻塞性睡眠呼吸暂停,小儿阻塞性睡眠呼吸暂停
小汗腺腺囊瘤,小汗腺汗囊肿
小汗腺血管瘤性错构瘤,小汗腺血管错构瘤
毳毛黑头粉刺,小棘毛壅病
毳毛囊肿,小棘毛壅病
毛根黑点病,小棘毛壅病
毛囊多毳角栓病,小棘毛壅病
小棘状毛雍病,小棘毛壅病
Komoto’综合征,小睑裂综合征
睑裂狭小-上睑下垂-倒向型内眦赘皮综合征,小睑裂综合征
Arnold-Chiari畸形,小脑扁桃体下疝畸形
Arnold-Chiari综合征,小脑扁桃体下疝畸形
Chiari畸形,小脑扁桃体下疝畸形
阿-希二氏畸形,小脑扁桃体下疝畸形
阿-希二氏综合征,小脑扁桃体下疝畸形
扁颅底综合征,小脑扁桃体下疝畸形
小脑扁桃体下疝畸形[Arnold-Chiari综合征],小脑扁桃体下疝畸形
小脑幕裂孔疝[小脑幕切迹疝],小脑幕裂孔疝
小脑幕切迹疝,小脑幕裂孔疝
桥小脑角脑膜瘤,小脑脑桥角脑膜瘤
"小脑性共济失调,伴有脱氧核糖核酸修复缺陷[Kearn-Sayre综合征]","小脑性共济失调,伴有脱氧核糖核酸修复缺陷"
Kearn-Sayre综合征,小脑性共济失调_伴有脱氧核糖核酸修复缺陷
Fiddler颈项,小提琴手颈部皮炎
绀红皮病,小腿红绀病
红绀病,小腿红绀病
小腿红绀症,小腿红绀病
网膜孔疝,小网膜囊疝
过敏性支气管肺曲霉菌病,哮喘性肺嗜酸粒细胞浸润症
蝎蜇伤,蝎螫伤
协调性宫缩乏力,协调性子宫收缩乏力
协调性宫缩过强,协调性子宫收缩过强
Cervical Dystonia,斜颈
颈部肌张力障碍,斜颈
颈肌张力障碍,斜颈
颈部张力障碍,斜颈
斜颈症,斜颈
膀胱肠裂,泄殖腔外翻
心脏瓣膜破裂,心瓣膜破裂
心包恶性间皮瘤,心包间皮瘤
间皮囊肿与心包憩室,心包囊肿与心包憩室
心包旁囊肿与心包憩室,心包囊肿与心包憩室
胸膜纵隔单纯性囊肿与心包憩室,心包囊肿与心包憩室
纵隔水囊肿与心包憩室,心包囊肿与心包憩室
恶性心包畸胎瘤,心包内恶性畸胎瘤
心包膜切除后综合征,心包切开术后综合征
心包切开术后综合症,心包切开术后综合征
心包填塞,心包压塞
心脏压塞,心包压塞
心外膜炎,心包炎
心包转移性肿瘤,心包转移瘤
心率过缓,心动过缓
心室率缓慢,心动过缓
心率增快,心动过速
Q-T间期延长综合征,心-耳综合征
心脏-耳聋综合征,心-耳综合征
房颤,心房颤动
心房颤动(心房纤颤),心房颤动
心房颤动（心房纤颤）,心房颤动
心房颤动[心房纤颤],心房颤动
心房颤动【心房纤颤】,心房颤动
心房纤颤,心房颤动
心房纤维颤动,心房颤动
心房纤维性颤动,心房颤动
心房颤动伴II度房室传导阻滞,心房颤动伴二度房室传导阻滞
心房颤动伴III度房室传导阻滞,心房颤动伴三度房室传导阻滞
心房纤颤伴III度房室传导阻滞,心房颤动伴三度房室传导阻滞
房颤伴长间歇,心房颤动伴长间歇
心房颤动长间歇,心房颤动伴长间歇
心房粘液瘤,心房黏液瘤
房扑,心房扑动
房扑2：1传导,心房扑动2：1传导
心房扑动伴长RR间歇,心房扑动伴长RR间期
心房心肌梗塞,心房心肌梗死
先天性心房异构,心房异构
心功能失代偿期,心功能失代偿
心肌病变,心肌病
心肌疾病,心肌病
心梗,心肌梗死
心肌梗塞,心肌梗死
心脏梗塞,心肌梗死
心肌梗塞并发二尖瓣关闭不全,心肌梗死并发二尖瓣关闭不全
心肌梗塞并发左心室室壁瘤,心肌梗死并发左心室室壁瘤
心肌梗塞后心包炎,心肌梗死后心包炎
梗塞后心绞痛,心肌梗死后心绞痛
梗死后心绞痛,心肌梗死后心绞痛
Dressler综合征,心肌梗死后综合征
德雷斯勒综合征,心肌梗死后综合征
心肌梗塞后综合征,心肌梗死后综合征
心肌梗死后综合征[德雷斯勒综合征][Dressler综合征],心肌梗死后综合征
心肌梗塞恢复期,心肌梗死恢复期
心脏缺血,心肌缺血
心肌损伤,心肌损害
情感性精神病,心境障碍
情感性精神障碍,心境障碍
情感性心境障碍,心境障碍
情感障碍,心境障碍
充血性心力衰竭,心力衰竭
充血性心脏病,心力衰竭
心功能不全,心力衰竭
心收缩不全,心力衰竭
心衰,心力衰竭
心脏的衰竭,心力衰竭
心脏衰竭,心力衰竭
心脏衰弱,心力衰竭
心律不齐,心律失常
心律不整,心律失常
心律紊乱,心律失常
心率不齐,心律失常
非对称性哭泣面容,心面综合征
先天性嘴角降肌发育不良综合征,心面综合征
Endocardial Fibroelastosis,心内膜弹力纤维增生
心内膜弹性组织增生症,心内膜弹力纤维增生
心内膜纤维弹性组织增生症,心内膜弹力纤维增生
心内膜弹力纤维增生症,心内膜弹力纤维增生
心内膜弹性纤维增生症,心内膜弹力纤维增生
心内膜纤维弹性组织增生,心内膜弹力纤维增生
心内膜硬化症,心内膜弹力纤维增生
原发性心内膜弹力纤维增生症,心内膜弹力纤维增生
先天性心内膜垫缺损,心内膜垫缺损
Endomyocardial Fibrosis,心内膜心肌纤维化
心肌心内膜纤维化,心内膜心肌纤维化
戴维(氏)病,心内膜心肌纤维化
心内膜炎伴主动脉瓣闭锁不全,心内膜炎伴主动脉瓣关闭不全
室颤,心室颤动
心室纤颤,心室颤动
心室纤维性颤动,心室颤动
室扑与室颤,心室颤动伴扑动
心室扑动与颤动,心室颤动伴扑动
心室扑动和心室纤维性颤动,心室扑动和心室颤动
心室静止,心室停搏
心室停顿,心室停搏
猝死型冠心病,心源性猝死
心性猝死,心源性猝死
心性猝死综合征,心源性猝死
心原性猝死,心源性猝死
心脏猝死,心源性猝死
心脏性猝死,心源性猝死
槟榔肝,心源性肝硬化
淤血性肝硬化,心源性肝硬化
心源性呼吸窘迫,心源性呼吸困难
Ridley综合征,心源性哮喘
里德利综合征,心源性哮喘
心病性气喘,心源性哮喘
心病性哮喘,心源性哮喘
心型哮喘,心源性哮喘
心源性哮喘综合征,心源性哮喘
阵发性夜间呼吸困难综合征,心源性哮喘
心原性休克,心源性休克
Stokes-Adams综合征,心源性晕厥
阿斯综合征,心源性晕厥
阿-斯综合征,心源性晕厥
阿-斯综合征[Stokes-Adams综合征],心源性晕厥
阿斯综合症,心源性晕厥
