天泉乐欣,18种氨基酸注射液
盖柠,唑来膦酸注射液
绛爽,盐酸吡格列酮片
凯宝维元,盐酸吡格列酮片
可成,盐酸吡格列酮片
列洛,盐酸吡格列酮片
耐迪,盐酸罗格列酮片
同息通,曲安奈德注射液
舒欧亭,甲磺酸托烷司琼片
惠加强,吉法酯片
缓释钾,氯化钾缓释片
克赛,诺肝素钠注射液
合贝爽,盐酸地尔硫卓缓释胶囊
导升明 ,羟苯磺酸钙胶囊
可元,羟苯磺酸钙胶囊
美多瑞,羟苯磺酸钙胶囊
疏血通,疏血通注射液
氨糖美辛,氨糖美辛肠溶片
氨糖美辛,氨糖美辛缓释片
尼克地尔,尼可地尔片
阿伐他汀钙片,阿托伐他汀钙片
克林澳,马来酸桂哌齐特注射液
甘精胰岛素,甘精胰岛素注射液
多潘立酮,多潘立酮混悬液
怡开,注射用胰激肽原酶
拜阿司匹林,阿司匹林肠溶片
合心爽,盐酸地尔硫卓片
合心爽缓释胶囊,盐酸地尔硫䓬缓释胶囊
拜糖苹,阿卡波糖片
肝泰乐胶囊,葡醛内酯胶囊
肝泰乐注射液,葡醛酸钠注射液
脂清,脂清胶囊
安赛玛,多索茶碱氯化钠注射液
三磷酸腺苷,三磷酸腺苷二钠氯化钠注射液
三磷酸腺苷,三磷酸腺苷二钠片
三磷酸腺苷,三磷酸腺苷二钠注射液
三磷酸腺苷,三磷酸腺苷二钠肠溶片
速协安,血塞通分散片
欣络康,血塞通分散片
理洫王,血塞通软胶囊
欣瑙泰,注射用血塞通
倍他乐克,酒石酸美托洛尔缓释片
倍他乐克,酒石酸美托洛尔注射液
拜糖平,阿卡波糖片
波利特,雷贝拉唑钠片
异乐定,单硝酸异山梨酯缓释胶囊
胃复安,甲氧氯普胺片
胃复安片,甲氧氯普胺片
太宁栓,复方角菜酸酯栓
氯沙坦氢氯噻嗪,氯沙坦钾氢氯噻嗪片
肝泰乐,葡醛内酯片
弥可保片,甲钴胺片
高舒达,法莫替丁口腔崩解片
高舒达片,法莫替丁片
拜阿斯匹灵,阿司匹林肠溶片
福辛普利片,福辛普利钠片
科索亚,氯沙坦钾片
拜复乐片,盐酸莫西沙星片
优泌林N,精蛋白锌重组人胰岛素注射液
优泌林R,重组人胰岛素注射液
莫沙比利,莫沙必利
氯吡咯雷,硫酸氢氯吡格雷片
雅施达,培哚普利叔丁胺片
可乐必妥片,左氧氟沙星片
双黄连,双黄连口服液
双黄连,双黄连滴注液
双黄连,双黄连颗粒
双黄连,双黄连注射液
曲马多,氨酚曲马多片
曲马多,盐酸曲马多分散片
曲马多,盐酸曲马多缓释胶囊
曲马多,盐酸曲马多缓释片
曲马多,盐酸曲马多胶囊
曲马多,盐酸曲马多氯化钠注射液
曲马多,盐酸曲马多泡腾颗粒
曲马多,盐酸曲马多片
曲马多,盐酸曲马多葡萄糖注射液
曲马多,盐酸曲马多栓
曲马多,盐酸曲马多注射液
曲马多,复方曲马多片
敏使郎,甲磺酸倍他司汀片
贝纳普利,盐酸贝那普利片
贝纳普利,盐酸贝那普利胶囊
强的松,醋酸泼尼松龙片
强的松,醋酸泼尼松龙注射液
强的松,醋酸泼尼松片
强的松,醋酸泼尼松乳膏
强的松,醋酸泼尼松眼膏
强的松,泼尼松龙片
强的松,强的松片
强的松,泼尼松龙注射液
醒脑静,醒脑静注射液
创伤止痛乳,创伤止痛乳膏
卡维地络,卡维地洛片
卡维地络,卡维地洛胶囊
卡维地络,卡维地洛分散片
左甲状腺素片,左甲状腺素钠片
合贝爽,盐酸地尔硫卓缓释胶囊(Ⅱ)
诺和锐30,门冬胰岛素30注射液
洛丁新,洛丁新片
洛丁新,盐酸贝那普利片
凯方,碳酸钙片
丐立得,碳酸钙片
铁蛋白,乳清乳铁蛋白胶囊
前列康,普乐安片
波利维,硫酸氢氯吡格雷片
特拉唑嗪,盐酸特拉唑嗪滴丸
特拉唑嗪,盐酸特拉唑嗪胶囊
特拉唑嗪,盐酸特拉唑嗪片
易善复胶囊,多烯磷脂酰胆碱胶囊
格列奇特,格列齐特片
达尔得,格列齐特片
康进,格列齐特片
唐离尔,格列齐特片
格列奇特,格列齐特缓释片
前列安通,前列安通片 
前列安通,前列安通胶囊
血脂康,血脂康胶囊
血脂康,血脂康片
史尼康,盐酸吗啡注射液
高兹克,烟酸缓释片
天新爽,烟酸缓释片
维顺,烟酸缓释片
甲磺酸左旋氧氟沙星片,甲磺酸左氧氟沙星片
卤米松,卤米松乳膏
甲钴铵,甲钴胺片
甲钴铵,甲钴胺注射液
甲钴铵,甲钴胺胶囊
甲钴铵,甲钴胺分散片
黄杨宁,环维黄杨星D
黄杨宁,黄杨宁片
肠溶阿司匹林,阿司匹林肠溶片
天冬氨酸,门冬氨酸钾镁片
天冬氨酸,门冬氨酸钙注射液 
天冬氨酸,门冬氨酸钾镁注射液 
天冬氨酸,天冬氨酸钾镁盐口服溶液
非那雄胺,非那雄胺片
舒血宁,舒血宁注射液
多潘立酮,多潘立酮片
通心络,通心络胶囊
肝太乐,葡醛内酯片
金水宝,金水宝胶囊
金水宝,金水宝片
金水宝,金水宝口服液
感冒清,感冒清胶囊
感冒清,感冒清片
尿毒清,尿毒清颗粒
阿托品,甲溴阿托品片
阿托品,硫酸阿托品片
阿托品,硫酸阿托品眼膏
阿托品,硫酸阿托品眼用凝胶
阿托品,硫酸阿托品注射液
弥可保注射液,甲钴胺注射液
吗啡注射液,盐酸吗啡注射液
吗啡注射液,盐酸阿扑吗啡舌下片
吗啡注射液,盐酸阿扑吗啡注射液
洛索洛芬,洛索洛芬钠分散片
洛索洛芬,洛索洛芬钠胶囊
洛索洛芬,洛索洛芬钠颗粒
洛索洛芬,洛索洛芬钠片
洛索洛芬,洛索洛芬钠贴剂
断血流,断血流胶囊
葡萄糖粉,葡萄糖粉剂
生理盐水,生理氯化钠溶液
酮酸,复方α-酮酸片
CF,亚叶酸钙
碘伏,健之素碘伏消毒液
双氢克尿噻,氢氯噻嗪片
硫糖铝,硫糖铝混悬液
硫糖铝,硫糖铝分散片
硫糖铝,硫糖铝胶囊
硫糖铝,硫糖铝咀嚼片
硫糖铝,硫糖铝颗粒
硫糖铝,硫糖铝口服混悬液
硫糖铝,硫糖铝片
纤维素,小麦纤维素颗粒
纤维素,乙基纤维素混悬液
苯酚滴耳液,2%酚甘油滴耳剂
纽莫法(23价肺炎球菌多糖疫苗),23价肺炎球菌多糖疫苗
纽莫法(c)(23价肺炎球菌疫苗),23价肺炎球菌疫苗
5.5-二硫代双,2-硝基苯甲酸
德明,5-单硝酸异山梨酯缓释胶囊
瑞德明,5-单硝酸异山梨酯缓释片
沃儿康,A、C群脑膜炎球菌多糖结合疫苗
卡介菌纯蛋白衍生物,BCG-PPD
贺新立适,b型流感嗜血杆菌结合疫苗
纽枢通,CTP/三磷酸胞苷二钠
普格纳,HMG/尿促性素
卡波姆,JBS-940
人免疫球蛋白,PH4
结核菌素纯蛋白衍化物,PPD
安多福,PVP-I消毒剂
奥力宝,α-硫辛酸注射液
β-七叶皂甙钠(麦通纳),β-七叶皂甙钠
尤文,ω-3鱼油脂肪乳注射液
龙百利,阿法骨化醇
龙百利胶丸,阿法骨化醇
霜叶红,阿法骨化醇
桑塔前列泰,阿夫唑秦
欣民立,阿化斯丁
新敏乐,阿化斯丁
阿莫仙片,阿莫西林
阿莫西林分散片,阿莫西林
阿莫西林胶囊,阿莫西林
阿林新,阿莫西林
再林,阿莫西林
阿莫仙,阿莫西林
新达贝宁,阿莫西林
强力阿莫仙(阿莫西林克拉维酸),阿莫西林克拉维酸
阿莫西林克拉维酸钾(强力阿莫仙),阿莫西林克拉维酸钾
君尔清,阿莫西林克拉维酸钾
阿莫西林克拉维酸钾分散片[7:1],阿莫西林克拉维酸钾
阿莫西林克拉维酸片,阿莫西林克拉维酸
安奇片,阿莫西林克拉维酸
佳乐定,阿普唑仑
瑞奇注射剂,阿奇霉素
泰力特,阿奇霉素
泰力特颗粒剂,阿奇霉素
希舒美干混悬剂,阿奇霉素
阿奇霉素干混悬剂,阿奇霉素
阿奇霉素颗粒剂,阿奇霉素
再奇,阿奇霉素
欣匹特,阿奇霉素
抒罗康,阿奇霉素
希舒美片,阿奇霉素
利普欣,阿奇霉素
阿奇霉素片,阿奇霉素
阿奇霉素注射液,阿奇霉素
阿奇霉素氯化钠注射液,阿奇霉素
卡肌宁,阿曲库铵苯磺酸盐
息斯敏,阿司咪唑
阿苯片,阿司匹林苯巴比妥
伯基,阿司匹林
拜阿司匹灵,阿司匹林
益络平,阿司匹林
巴米尔,阿司匹林
阿司匹林肠溶胶囊,阿司匹林
阿司匹林肠溶片,阿司匹林
阿司匹林泡腾片,阿司匹林
栓体舒(阿特普酶),阿特普酶
必兰,阿替卡因肾上腺素注射液
氨酰心安,阿替洛尔
阿替洛尔片,阿替洛尔
氨酰心安片,阿替洛尔
立普妥片,阿托伐他汀钙
阿托伐他汀钙片,阿托伐他汀钙
阿乐,阿托伐他汀钙
立普妥,阿托伐他汀钙
银屑灵片,阿维A酯
舒维疗,阿昔洛韦
无环鸟苷,阿昔洛韦
正大捷普滴眼液,阿昔洛韦
阿昔洛韦滴眼液,阿昔洛韦
甘泰,阿昔洛韦
乐知苹,阿昔莫司胶囊
雅伴,艾地苯醌
艾得辛,艾拉莫德
艾司唑仑片,艾司唑仑
舒乐安定,艾司唑仑
栓体舒(艾通立),艾通立
醋酸甲羟孕酮,安宫黄体酮
肾上腺色腙,安络血片/卡巴克络
贝伐珠单抗注射液,安维汀
施坦宁,氨苄西林/舒巴坦
白血宁,氨喋呤
安度芬,氨酚待因片[Ⅱ]
日夜百服咛,氨酚伪麻美芬片/氨麻美敏片Ⅱ
止血芳酸,氨甲苯酸
速宁,氨甲环酸
妥塞敏片,氨甲环酸
氨甲环酸注射液,氨甲环酸
妥塞敏,氨甲环酸
阿米福汀注射剂,氨磷汀
君刻单,氨曲南
易坦静,氨溴特罗口服溶液
枢丹(昂丹司琼),昂丹司琼
枢复宁,昂丹司琼
洛凯,奥美拉唑
洛赛克,奥美拉唑
洛赛克胶囊(奥美拉唑),奥美拉唑
奥美拉唑肠溶胶囊,奥美拉唑
奥美拉唑肠溶片,奥美拉唑
奥克胶囊,奥美拉唑
奥美,奥美拉唑
洛赛克胶囊(奥美拉唑镁),奥美拉唑镁
洛赛克片,奥美拉唑镁
奥美拉唑镁肠溶片,奥美拉唑镁
奥克注射剂,奥美拉唑钠
达菲胶囊,奥司他韦
丹奥,奥扎格雷钠
晴尔,奥扎格雷钠
奥扎格雷钠注射液,奥扎格雷钠
关节止痛膏,巴斯特
英路因,白细胞介素-2
马利兰,白消安片
英芬立适,百白破联合疫苗
麝香草酚,百里酚
麻黄碱甘草合剂,百日咳合剂
美解眠,贝美格
一匡汀注射液,倍他司汀
利胆醇,苯丙醇胶丸
咳福乐,苯丙哌林
新青2号,苯唑西林
岩列舒,比卡鲁胺
康士得,比卡鲁胺
比卡鲁胺胶囊,比卡鲁胺
比卡鲁胺片,比卡鲁胺
博苏(比索洛尔),比索洛尔
康可,比索洛尔
洛雅,比索洛尔
比索洛尔胶囊,比索洛尔
脑复康,吡拉西坦
维思林注射液,吡拉西坦
炎痛喜康,吡罗昔康
卡他林滴眼剂,吡诺克辛
吡诺克辛滴眼液,吡诺克辛
白内停,吡诺克辛
卡林优,吡诺克辛
白内停滴眼剂,吡诺克辛钠
莎普爱思滴眼液,苄达赖氨酸
奥迈必利,別嘌醇缓释胶囊
力太,丙氨酰谷氨酰胺注射液
得普利麻,丙泊酚
静安,丙泊酚
丙泊酚注射液,丙泊酚
力蒙欣,丙泊酚
甘油,丙三醇
丙酸倍氯米松鼻气雾剂,丙酸倍氯米松
丙酸倍氯米松气雾剂,丙酸倍氯米松
伯克纳,丙酸倍氯米松
必可酮-250(丙酸倍氯米松气雾剂),丙酸倍氯米松
必可酮-50(丙酸倍氯米松气雾剂),丙酸倍氯米松
丙酸氟替卡松鼻喷雾剂,丙酸氟替卡松
丙酸氟替卡松乳膏,丙酸氟替卡松
丙酸氟替卡松吸入气雾剂,丙酸氟替卡松
辅舒良,丙酸氟替卡松
克廷肤,丙酸氟替卡松
辅舒酮,丙酸氟替卡松
丙酸睾丸酮,丙酸睾酮
恩肤霜,丙酸氯倍他索
必可酮-250(丙酸培氯松),丙酸培氯松
德巴金糖浆,丙戊酸钠
德巴金缓释片,丙戊酸钠
德巴金口服溶液,丙戊酸钠
丙戊酸钠缓释片,丙戊酸钠
丙戊酸钠口服溶液,丙戊酸钠
丙戊酰胺片,丙戊酰胺
癫健安,丙戊酰胺
派隆注射液,玻璃酸钠
爱丽,玻璃酸钠
阿尔治,玻璃酸钠
施沛特,玻璃酸钠
玻璃酸钠滴眼液,玻璃酸钠
玻璃酸钠注射液,玻璃酸钠
扑疟喹,伯氨喹啉
业立宁,博安霉素
雷诺考特,布地奈德
布地奈德鼻喷雾剂,布地奈德
英福美气雾剂,布地奈德
普米克都保,布地奈德
布地奈德粉吸入剂,布地奈德
布地奈德气雾剂,布地奈德
普米克,布地奈德
安瑞克,布洛芬
芬必得,布洛芬
美林滴剂,布洛芬
美林,布洛芬
贝思,布洛芬
布洛芬缓释胶囊,布洛芬
布洛芬混悬滴剂,布洛芬
布洛芬混悬液,布洛芬
布洛芬口服液,布洛芬
丁尿胺,布美他尼
利了注射液,布美他尼
革兰染色第一液,草酸盐结晶紫
乘晕宁,茶苯海明片
茶碱缓释胶囊,茶碱
茶碱缓释片,茶碱
迪帕米,茶碱
舒弗美,茶碱
川信,川芎嗪氯化钠
络达秦,川芎嗪氯化钠
穿琥宁,穿心莲内酯
芬吗通,雌二醇片/雌二醇地屈孕酮
乙酰唑胺,醋氮酰胺
乙酰谷酰胺,醋谷胺
速溶金钙颗粒,醋酸钙颗粒
爱克胶囊,醋酸甲地孕酮
米托索,醋酸甲地孕酮
醋酸甲地孕酮软胶囊,醋酸甲地孕酮
维生素K4,醋酸甲萘氢醌
醋酸曲安奈德,醋酸曲安缩松
曲安奈德,醋酸曲安缩松
醋酸去氨加压素片,醋酸去氨加压素
醋酸去氨加压素注射液,醋酸去氨加压素
弥凝片,醋酸去氨加压素
弥柠,醋酸去氨加压素
淋必治,大观霉素
曲必星,大观霉素
氢化可的松,大同惠达
鞣酸,丹宁酸
施捷因(单唾液酸四己糖神经节苷脂钠盐注射液),单唾液酸四己糖神经节苷脂钠盐注射液
艾司莫,单硝酸异山梨酯
欣乐,单硝酸异山梨酯
异乐定,单硝酸异山梨酯
单硝酸异山梨酯缓释胶囊,单硝酸异山梨酯
依姆多,单硝酸异山梨酯
再佳,单硝酸异山梨酯
欣康,单硝酸异山梨酯
单硝酸异山梨酯缓释片,单硝酸异山梨酯
单硝酸异山梨酯片,单硝酸异山梨酯
云克,锝[99TC]亚甲基二磷酸盐
速碧林(低分子肝素钙注射液),低分子肝素钙注射液
立迈青,低分子量肝素钙
爱脉朗,地奥司明
地奥司明片,地奥司明
蒽林,地蒽酚
合心爽,地尔硫卓
盐酸地尔硫卓片,地尔硫卓
合心爽片,地尔硫卓
合心爽(盐酸地尔硫卓片),地尔硫卓
合心爽片(地尔硫卓),地尔硫卓
合心爽针(地尔硫卓),地尔硫卓
眩晕停,地芬尼多
保目明滴眼剂,地匹福林
诺和平笔芯,地特胰岛素注射液
达珂,地西他滨
整肠生(地衣芽胞杆菌),地衣芽胞杆菌
整肠生(地衣芽胞杆菌活菌胶囊),地衣芽胞杆菌活菌胶囊
三碘甲烷,碘仿
碘海醇注射液,碘海醇
欧乃派克,碘海醇
欧苏,碘海醇
优维显-370,碘普罗胺-370
思美泰片,丁二磺酸腺苷蛋氨酸肠溶片
活脑灵片,丁咯地尔
赛莱乐注射液,丁咯地尔
意鲁顿缓释片,丁咯地尔
弗斯兰,丁咯地尔
来可得脂霜,丁酸氢化可的松
尤卓尔,丁酸氢化可的松
丁酸氢化可的松乳膏,丁酸氢化可的松
解痉灵胶囊,丁溴东莨菪碱胶囊
蓉生静丙(冻干静注人免疫球蛋白),冻干静注人免疫球蛋白
蓉生静丙(冻干静注人免疫球蛋白[pH4]),冻干静注人免疫球蛋白[pH4]
康斯平(冻干人凝血因子Ⅷ),冻干人凝血因子Ⅷ
康普欣,冻干人纤维蛋白胶
泰诺林控释片,对乙酰氨基酚
泰诺林退热滴剂,对乙酰氨基酚
泰诺林缓释片,对乙酰氨基酚
泰诺林滴剂,对乙酰氨基酚
百服咛,对乙酰氨基酚
对乙酰氨基酚缓释片,对乙酰氨基酚
对乙酰氨基酚混悬滴剂,对乙酰氨基酚
对乙酰氨基酚口服溶液,对乙酰氨基酚
奥万源,多巴酚丁胺
吗丁啉,多潘立酮
吗丁啉混悬液,多潘立酮
吗丁啉片,多潘立酮
多潘立酮混悬液,多潘立酮
多潘立酮片,多潘立酮
楷莱,多柔比星脂质体
安赛玛,多索茶碱
善存,多维元素片
利尔诺,多西环素胶囊
易善复胶囊,多烯磷脂酰胆碱
易善复注射剂,多烯磷脂酰胆碱
多烯磷脂酰胆碱胶囊,多烯磷脂酰胆碱
多烯磷脂酰胆碱注射液,多烯磷脂酰胆碱
安达美,多种微量元素注射液Ⅱ
杜迪,莪术油葡萄糖
奥沙新,恶丙嗪
恩氟烷,恩氟醚吸入剂
消胀片,二甲硅油片
喘定片,二羟丙茶碱
微粉硅胶,二氧化硅
明竹欣,伐昔洛韦片
高舒达,法莫替丁
高舒达片,法莫替丁
高舒达注射剂,法莫替丁
法莫替丁片,法莫替丁
注射用法莫替丁,法莫替丁
立复丁,法莫替丁
法莫替丁注射液,法莫替丁
辅酶Q10胶囊,泛癸利酮
更生霉素,放线菌素D
科力定,非那吡啶片
利旨平,非诺贝特
力平之,非诺贝特
非诺贝特胶囊,非诺贝特
竹林胺,酚苄明
止血敏,酚磺乙胺
泰诺口服溶液,酚麻美敏
泰诺片,酚麻美敏
酚麻美敏片,酚麻美敏
泰诺混悬液,酚麻美敏
泰诺儿童感冒,酚麻美敏
酚麻美敏混悬液,酚麻美敏
酚麻美敏口服液,酚麻美敏
夫司名,夫西地酸
奥络,夫西地酸
夫西地酸滴眼液,夫西地酸
夫西地酸乳膏,夫西地酸
倍欣,伏格列波糖
伏格列波糖片,伏格列波糖
威凡,伏立康唑
伏立康唑片,伏立康唑
注射用伏立康唑,伏立康唑
普芬滴眼液,氟康唑
三维康,氟康唑
大扶康胶囊,氟康唑
扶达,氟康唑
康锐,氟康唑
大扶康注射剂,氟康唑
罗兰丝,氟康唑
氟康唑胶囊,氟康唑
氟康唑片,氟康唑
氟康唑注射液,氟康唑
维可衡,氟康唑
安易醒,氟吗西尼
妥明当,氟西泮
盐酸氟西汀分散片,盐酸氟西汀
百忧解,盐酸氟西汀
兰他隆,福美司坦
武活龙,福莫司汀
碳酸镧咀嚼片,福斯利诺
APC片,复方阿司匹林
清朗,复方氨酚烷胺片
乐凡命,复方氨基酸注射液[18AA-Ⅱ]
迪银片,复方氨肽素
鼻炎3号,复方苍耳子片
香丹,复方丹参
散利痛,复方对乙酰氨基酚片Ⅱ
玛特纳,复方多维元素片[23]
保妇康栓,复方莪术油
康妇特栓,复方莪术油
复方莪术油栓,复方莪术油
太宁乳膏,复方角菜酸酯
太宁栓,复方角菜酸酯
复方角菜酸酯乳膏,复方角菜酸酯
复方角菜酸酯栓,复方角菜酸酯
复方降压片,复方利血平片
肝安干糖浆,复方亮氨酸颗粒
新咽灵,复方硫酸新霉素喷剂
康得,复方美沙芬
新乐敦眼药水,复方门冬泛苷
妇科溃疡油,复方青黛油
干彼美,复方乳酸乳膏
碧兰麻,复方盐酸阿替卡因
可必特,复方异丙托溴铵
复方异丙托溴铵气雾剂,复方异丙托溴铵
可必特气雾剂,复方异丙托溴铵
吸入用复方异丙托溴铵溶液,复方异丙托溴铵
抗感染2号,复方银花片
博苏(富马酸比索洛尔片),富马酸比索洛尔片
马根维显,钆喷酸葡胺
普美显,钆塞酸二钠注射液
希美纳,甘氨双唑钠
甘利欣胶囊,甘草酸二铵
天晴甘平,甘草酸二铵
甘利欣,甘草酸二铵
甘草酸二铵肠溶胶囊,甘草酸二铵
甘草酸二铵注射液,甘草酸二铵
洁达,甘油灌肠剂
利索,甘油灌肠剂
易善力,肝得健
支链氨基酸-3H,肝用复方氨基酸
凯特瑞,格拉司琼注射液
迪沙片,格列吡嗪
美吡达,格列吡嗪
瑞易宁,格列吡嗪
格列吡嗪控释片,格列吡嗪
亚莫利,格列美脲
格列美脲片,格列美脲
伊瑞片,格列美脲
达美康(格列齐特Ⅱ),格列齐特Ⅱ
达美康(格列齐特缓释片),格列齐特缓释片
美齐特,格列齐特缓释片
普乐林注射液,葛根素
唯新注射液,葛根素氯化钠
丽科伟,更昔洛韦
注射用更昔洛韦,更昔洛韦
赛美维,更昔洛韦
丽科乐,更昔洛韦
丽科明,更昔洛韦
更昔洛韦胶囊,更昔洛韦
更昔洛韦眼用凝胶,更昔洛韦
倍优诺,枸橼酸咖啡因注射液
贝络纳,枸橼酸莫沙必利
新络纳,枸橼酸莫沙必利
加斯清,枸橼酸莫沙必利
枸橼酸莫沙必利分散片,枸橼酸莫沙必利
枸橼酸莫沙必利片,枸橼酸莫沙必利
舒芬尼,枸橼酸舒芬太尼注射液
乃奇安滴眼剂,谷胱甘肽
依士安滴眼液,谷胱甘肽
溉纯,骨化三醇
骨化三醇注射液,骨化三醇
罗钙全,骨化三醇
盖三淳,骨化三醇
罗盖全,骨化三醇
骨化三醇胶丸,骨化三醇
密盖息注射液,鲑鱼降钙素
密盖息鼻喷剂,鲑鱼降钙素
金尔力,鲑鱼降钙素
鲑降钙素注射液,鲑鱼降钙素
鲑鱼降钙素鼻喷剂,鲑鱼降钙素
鲑鱼降钙素喷鼻剂,鲑鱼降钙素
博瑞特,桂利嗪
酚酞片,果导
瑞安吉(果糖二磷酸),果糖二磷酸
注射用果糖二磷酸钠,果糖二磷酸钠
佛迪 ,果糖二磷酸钠
瑞安吉,果糖二磷酸钠
果糖二磷酸钠口服溶液,果糖二磷酸钠
瑞安吉口服液,果糖二磷酸钠
果糖二磷酸钠溶液,果糖二磷酸钠
碧宁,过氧苯甲酰
班赛,过氧苯甲酰
过氧苯甲酰凝胶,过氧苯甲酰
氯氟舒松,哈西奈德
利多卡因氯己定气雾剂,好得快
倍他乐克(琥珀酸美托洛尔缓释片),琥珀酸美托洛尔缓释片
丹同静,琥珀酸舒马普坦片
利君沙颗粒剂,琥乙红霉素
利君沙,琥乙红霉素
琥乙红霉素片,琥乙红霉素
田可,环孢素
新赛斯平,环孢素
新山地明,环孢素
山地明,环孢素
环孢素软胶囊,环孢素
环孢素注射液,环孢素
巴特芬涂剂,环吡酮
环利软膏,环吡酮胺
环利,环吡酮胺
环吡酮胺乳膏,环吡酮胺
抗栓丸,环扁桃酯
特美力,环丙沙星
西普乐注射液,环丙沙星
希珀福星注射液,环丙沙星
旭普星,环丙沙星
色普龙片,环丙孕酮
优泌林R(黄/常规人胰岛素),黄/常规人胰岛素
琪宁,黄体酮
安琪坦,黄体酮
黄体酮胶丸,黄体酮
黄体酮软胶囊,黄体酮
肤康片,积雪苷
肤康霜,积雪苷
积雪苷片,积雪苷
积雪苷霜软膏,积雪苷
赛若金,基因工程干扰素α-1b
惠加强-G,吉法酯
吉法酯片,吉法酯
乐衡,吉非罗齐
贝通,己酮可可碱
潘通,己酮可可碱
瑞潘通,己酮可可碱
己酮可可碱缓释片,己酮可可碱
天存注射液,己酮可可碱葡萄糖
天坤,加替沙星
悦博,加替沙星
迪友,加替沙星
加替沙星片,加替沙星
加替沙星眼用凝胶,加替沙星
安乐士,甲苯达唑
多吉美,甲苯磺酸索拉非尼
诺力思,甲苯磺酸妥舒沙星
短效十八甲,甲地孕酮
妇宁,甲地孕酮
林必欣,甲砜霉素胶囊
弥可保,甲钴胺
弥可保片,甲钴胺
弥可保注射液,甲钴胺
甲钴胺片,甲钴胺
甲钴胺注射液,甲钴胺
甲蟥酸倍他司汀片,甲磺酸倍他司汀片
可多华(甲磺酸多沙唑嗪缓释片),甲磺酸多沙唑嗪
可多华(甲磺酸多沙唑嗪控释片),甲磺酸多沙唑嗪
络欣平,甲磺酸多沙唑嗪
甲磺酸多沙唑嗪缓释片,甲磺酸多沙唑嗪
甲磺酸多沙唑嗪控释片,甲磺酸多沙唑嗪
甲磺酸多沙唑嗪片,甲磺酸多沙唑嗪
甲培新,甲磺酸培氟沙星葡萄糖
瑙复乐,甲磺酸双氢麦角毒碱
喜得镇,甲磺酸双氢麦角毒碱
甲磺酸双氢麦角毒碱片,甲磺酸双氢麦角毒碱
格列卫,甲磺酸伊马替尼
甲磺酸伊马替尼胶囊,甲磺酸伊马替尼
甲磺酸伊马替尼片,甲磺酸伊马替尼
利复星片,甲磺酸左氧氟沙星
比克,甲磺酸左氧氟沙星
利复星注射剂,甲磺酸左氧氟沙星
甲磺酸左旋氧氟沙星片,甲磺酸左氧氟沙星
甲磺酸左氧氟沙星片,甲磺酸左氧氟沙星
甲磺酸左氧氟沙星注射液,甲磺酸左氧氟沙星
甲睾酮片,甲基睾丸素
长效十八甲,甲基炔诺酮
卫非宁,甲哌利福霉素/异烟肼
酮替芬,甲哌噻庚酮
狄波-普维拉,甲羟孕酮
立可林,甲酰四氢叶酸钙
尼美欣,甲硝唑阴道凝胶剂
维康特,甲型肝炎纯化灭疫苗
克拉仙(甲氧基红霉素),甲氧基红霉素
胃复安,甲氧氯普胺
盐酸胃复安粉,甲氧氯普胺
斯帕丰,间苯三酚注射剂
阿拉明,间羟胺
益母草合剂,健脑八号合剂
鲑降钙素,降钙素
益钙宁,降钙素
交沙咪,交沙霉素
德诺,胶体次枸橼酸铋
力文,结构脂肪乳注射液[C6-24]
倍美力片,结合雌激素
倍美力软膏,结合雌激素
结合雌激素片,结合雌激素
结合雌激素软膏,结合雌激素
爱茜灵,精氨酸乙酰水杨酸
诺和灵30R,精蛋白生物合成人胰岛素注射液
诺和灵30R笔芯,精蛋白生物合成人胰岛素注射液
诺和灵50R笔芯,精蛋白生物合成人胰岛素注射液
诺和灵N笔芯,精蛋白生物合成人胰岛素注射液
诺和灵N笔芯,精蛋白生物合成人胰岛素注射液 
优泌乐25,精蛋白锌重组赖脯胰岛素混和注射液
优泌乐50,精蛋白锌重组赖脯胰岛素混和注射液
优泌林70/30(精蛋白锌重组人胰岛素混合注射液),精蛋白锌重组人胰岛素混合注射液
优泌林70/30笔芯(精蛋白锌重组人胰岛素混合注射液),精蛋白锌重组人胰岛素混合注射液
优泌林NPH,精蛋白锌重组人胰岛素注射液
优泌林NPH笔芯,精蛋白锌重组人胰岛素注射液
颈椎3号,颈痛平片
蓉生静丙(静注人免疫球蛋白[pH4]),静注人免疫球蛋白[pH4]
倍他乐克(酒石酸美托洛尔片),酒石酸美托洛尔片
促进剂1号,聚丙烯酰胺
促进剂改良1号,聚丙烯酰胺
爱宝疗液,聚甲酚磺醛
爱宝疗,聚甲酚磺醛
聚甲酚磺醛阴道栓,聚甲酚磺醛
艾利克,聚维酮碘
黛卫,聚维酮碘
丽泽灌洗剂,聚维酮碘
点而康,聚维酮碘
聚维酮碘凝胶,聚维酮碘
聚维酮碘溶液,聚维酮碘
聚维酮碘消毒液,聚维酮碘
福松,聚乙二醇-4000散
安络血,卡巴克络片
卡波普,卡巴树脂
达力士搽剂,卡泊三醇搽剂
达力士软膏,卡泊三醇软膏
斯奇康,卡介菌多糖核酸
希罗达片,卡培他滨
希罗达,卡培他滨
卡培他滨片,卡培他滨
卡孕栓,卡前列甲酯
卡前列甲酯栓,卡前列甲酯
美开朗,卡替洛尔
盐酸卡替洛尔滴眼液,卡替洛尔
开搏通,卡托普利片
达利全片,卡维地洛
金络片,卡维地洛
金络,卡维地洛
络德,卡维地洛
